v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,target
-0.30609,-1.38025,-2.40181,1.29744,-0.64606,-1.85804,-0.26034,1.013,0.16646,1.44821,-2.02956,-2.84878,0.19257,0
-1.81431,-0.90585,-0.499,0.39243,0.50665,0.65908,-2.43022,-1.64099,0.70271,-1.52431,-1.22619,-4.48118,-0.74141,0
-0.07234,-2.40928,-1.06753,-0.3893,0.13779,0.31164,-0.49747,1.16423,0.9534,0.90165,-2.00224,-2.31241,-0.86957,0
2.02391,2.63305,-1.15414,4.12139,-3.45748,-1.20154,1.05508,0.79649,-1.86007,0.05007,1.38269,2.47877,1.93821,0
2.38654,-0.61501,-0.00287,3.34909,-3.78008,2.97433,-1.47069,1.75399,-0.84793,-1.35853,-0.42002,-0.13966,0.08617,1
1.67563,0.32568,-0.49406,3.34863,-0.05754,3.65071,-1.60618,2.21857,3.17401,-2.0266,-2.11026,-0.23691,0.99616,1
0.9004,0.30986,-3.48533,4.67919,-5.54162,-0.12014,-0.01669,-1.75264,-1.49846,-0.75004,0.86854,-3.17513,-0.36681,0
-1.75592,-0.57225,-2.34877,0.37699,-0.13995,-0.94923,-0.2791,-2.50921,0.8374,-0.2301,-0.39643,-4.20369,-0.64835,0
0.80572,-4.75571,-0.73536,-0.40215,-1.95076,5.89017,-1.88176,-0.03885,2.28949,-1.59858,-1.8425,-4.65751,0.56833,1
-3.04929,-0.60254,0.28335,-5.2139,3.29898,1.62289,1.30128,-5.73569,2.73352,-1.31341,2.17321,-2.10403,0.48205,0
0.58116,0.25377,-1.19015,1.38588,-2.26635,0.21455,0.59813,-0.94966,-0.58553,-0.23964,0.94733,-0.46188,-0.39784,1
-0.2336,-3.06138,-0.37674,-1.601,-1.3048,5.33699,-0.74458,-2.92181,2.11026,-2.25541,0.4556,-3.80862,-1.66799,1
-2.86916,0.3652,1.01424,-0.33002,2.547,0.78713,-3.35531,-2.44037,1.07852,-2.6905,-0.94172,-4.02082,0.15338,0
0.4755,0.38988,1.30454,0.00276,-0.02902,1.95084,-0.60044,-0.08163,0.21006,-1.29686,0.53261,0.95717,0.39106,1
5.26596,-2.5355,-0.84024,3.51197,-5.38997,4.77122,0.43329,4.91722,0.16391,0.32827,-1.2015,2.12899,-0.71837,1
0.6001,0.2359,1.06395,0.55636,0.82664,1.99951,-1.08024,1.17013,1.2144,-1.16763,-0.77898,0.73009,0.67752,1
0.15823,1.66507,-2.65046,3.0518,-2.392,-2.11267,0.98798,-1.18834,-0.79094,0.26088,0.82336,-0.8551,-0.04741,1
1.87696,2.22621,-0.92336,3.67829,-3.57242,1.53769,0.63926,-0.84898,-0.53767,-1.63758,1.96936,1.44203,-0.51443,1
0.12925,1.69077,-3.2073,1.96872,-3.70878,-1.26372,2.67922,-3.88432,-0.91322,-0.06063,3.12604,-0.73846,-0.28952,0
-0.71728,1.64654,-1.4803,0.43141,-0.52395,0.44672,1.36487,-3.65159,1.15341,-1.28527,2.12752,-0.69865,0.6054,0
1.16085,1.66467,-1.09785,2.86709,-3.02098,2.2504,0.42537,-1.99403,0.28252,-2.12685,1.95248,0.10076,1.00355,1
-2.02208,3.95405,-1.7211,1.43493,3.41475,-3.76361,0.83733,-1.50093,2.08465,-0.04993,-0.12872,0.13512,0.24361,0
2.14686,3.4709,0.20905,5.61046,-1.14612,0.80992,-1.4677,2.78739,0.33267,-1.83827,-0.77586,2.58203,-0.29542,1
1.50533,1.63545,-0.65026,3.61174,-3.88155,2.72878,-0.36513,-1.63231,-0.47456,-2.59732,1.91018,-0.00175,0.03928,1
0.59452,-1.75227,0.98619,0.29591,-0.63741,5.53955,-2.30403,-0.37864,1.98692,-2.92418,-0.72803,-2.10903,-1.03756,0
-1.19237,-1.83623,1.24523,-1.13333,1.59021,3.91987,-2.90601,-1.05944,2.18524,-2.59069,-1.38882,-3.4367,-1.35661,1
1.7737,2.22993,-0.72057,3.34256,-4.1402,5.02426,0.45672,-3.51641,0.94662,-3.99907,3.3823,0.47587,-1.29973,1
-0.90105,-1.45015,-1.53735,2.92315,-2.74091,2.07638,-3.39209,-1.90067,-0.12314,-2.53378,-1.19107,-6.31851,0.02527,0
4.84122,3.37188,2.20008,2.94239,-1.5433,4.53107,1.69126,3.34474,1.2514,-1.73059,1.87914,8.47067,-0.34936,1
-1.46021,-1.23265,-1.0235,-3.23586,-0.23145,1.68741,1.87921,-5.01275,1.22256,-0.69241,2.52777,-2.18552,-2.13064,0
2.64814,-0.72707,1.01572,1.82887,-0.33927,2.48973,-1.0329,4.63723,0.98497,-0.06382,-2.18219,2.2542,0.85839,1
0.89459,-1.1789,-0.47402,-0.29654,-4.13342,3.99666,0.88116,-3.64984,-0.56853,-1.88139,3.05594,-1.20445,-0.7007,1
-2.90109,1.32825,-4.50035,0.69971,0.22462,-4.06729,1.78918,-4.76037,1.04225,0.66872,0.86011,-4.37762,0.14779,0
1.73369,-3.43625,3.67753,-1.44372,0.12491,2.2576,-2.75393,5.33061,-1.71053,0.70696,-2.68777,1.34157,-0.42791,1
-0.42994,-0.42404,-0.46573,1.37808,0.5637,0.10685,-1.8105,0.95735,0.80764,-0.50806,-1.97693,-2.13246,-0.44832,0
-0.55964,-1.16555,-0.63224,0.57958,-0.62405,2.59748,-1.56626,-1.55647,1.35906,-1.87274,-0.55024,-3.40259,0.68108,0
2.60017,-0.58264,-0.26767,2.61884,-3.30206,3.36113,-0.36641,1.49575,0.10617,-1.09876,-0.02437,0.67572,-1.02025,1
-0.93612,3.95065,0.30152,0.45094,4.85536,-1.5507,0.69995,0.30172,3.2104,-0.54267,-0.42239,2.86108,0.18031,0
-0.70889,0.96986,0.03028,0.16155,1.35579,0.4384,-0.38849,-0.90223,1.35488,-1.02964,-0.04737,-0.3867,0.33554,0
1.36898,2.98428,2.16521,2.75655,1.75743,-0.35195,-1.54914,4.02139,0.11163,-0.70167,-1.41123,4.07522,-1.45123,1
0.17767,-0.63867,0.86887,-0.90961,3.47336,1.85026,-0.74783,2.35927,3.37322,-0.25498,-2.39754,0.67624,0.98613,1
0.18382,-2.64268,1.6524,-1.80218,2.27823,3.37625,-1.90303,2.16361,2.34884,-0.65589,-2.52287,-0.89276,-1.3157,1
-1.89839,-2.32897,-0.07409,-2.19946,1.17515,4.41874,-1.65535,-3.71853,3.06244,-2.76769,-0.20746,-4.91891,0.04533,1
2.11057,-0.35076,2.29716,-0.23583,1.50707,1.1958,-0.3577,4.87505,0.53446,0.82562,-1.7624,4.06914,1.0489,1
1.71534,1.45379,3.6003,0.2377,1.88268,0.02347,-0.99917,4.68705,-0.92124,0.2987,-0.99897,5.35717,1.57123,1
1.66043,0.9497,-0.72423,2.26959,-3.42249,0.80379,0.87171,-0.408,-1.26093,-0.51668,1.67222,1.19238,-0.28675,1
-1.53632,2.3387,-1.86575,0.75211,-0.02411,-1.49547,1.21948,-3.92478,0.57896,-0.85622,1.95297,-1.22001,-0.72384,0
0.12918,-2.49597,1.40021,-2.87283,-0.02692,4.18273,-0.28828,-1.26512,1.07708,-1.22453,0.62929,-0.80353,0.94584,0
-0.03623,-2.88254,-0.81129,-1.37692,-3.26509,6.21548,-0.11104,-4.922,1.4196,-2.97908,2.20174,-4.15008,0.29121,1
-0.69944,0.88405,-1.27889,0.63589,-1.3459,-0.43859,0.6518,-2.83013,-0.38354,-0.67505,1.61125,-1.32215,0.30228,0
-1.11522,0.1248,-1.66676,1.43417,-0.84348,-0.23104,-0.85142,-2.04374,0.32656,-0.97795,-0.1317,-3.34302,0.05519,0
1.35222,-3.07923,-2.94695,0.17602,-4.7676,6.76197,1.42468,-4.3011,2.71083,-2.36745,2.01687,-3.90619,-0.98423,1
2.20032,1.47079,0.47239,2.84198,-1.05678,-0.47426,-0.08334,3.53667,-0.86364,0.47984,-0.69353,3.26929,-0.47781,1
-0.2427,1.14974,-3.55539,2.35234,-4.30075,-0.8514,1.89485,-4.50855,-1.02383,-0.57434,2.87953,-2.43816,-0.22571,1
2.01824,1.89236,-0.99819,4.0861,-4.25495,-0.44379,0.4605,0.47159,-2.30892,-0.34083,1.4116,1.53248,0.49828,1
2.29171,0.40599,1.1619,1.37486,0.7715,2.29253,-0.34676,3.83514,1.73827,-0.32796,-1.50098,3.221,0.56492,0
0.12207,-1.35315,-0.56756,0.56094,-1.7278,-1.04394,-0.6013,0.72292,-1.78172,0.91992,-0.65466,-1.51185,-1.70048,1
1.44324,-3.04351,-1.82497,2.32658,-3.70954,3.4504,-1.48627,0.69044,0.58603,-0.91015,-1.5473,-3.81067,1.0965,0
-0.64201,-0.8251,1.15707,-0.77028,0.97788,2.60536,-1.76845,-0.75167,1.17848,-1.80904,-0.50964,-1.59011,-0.04135,1
-1.16064,-0.27368,3.13859,-0.41273,1.91582,1.94103,-4.00526,0.48243,-0.2605,-2.38575,-1.36153,-1.41584,1.11459,1
-1.5293,1.48202,1.22184,-0.55655,2.98123,1.03564,-1.35023,-1.44226,1.92141,-2.05252,-0.11147,-0.46877,-0.37185,1
-2.28812,-2.96198,-1.73537,-1.60957,-1.29951,2.43826,-1.1114,-5.01764,0.96986,-1.76708,0.50223,-6.85946,-1.20083,0
1.38362,0.83997,0.2859,2.4316,-1.57744,2.48341,-0.91744,0.51605,0.40837,-1.7915,0.15677,0.59951,0.54757,0
-0.3757,1.43703,-2.80434,3.82769,-1.29028,-1.16664,-0.5801,-0.87356,0.7276,-0.74557,-0.7069,-2.6451,2.47985,0
0.66071,2.06743,-2.95563,2.9368,-4.24201,0.33654,2.13443,-3.93215,-0.40769,-1.21479,3.25608,-0.61643,0.80875,1
-1.25811,0.10717,-0.63807,-0.81877,0.28154,1.31201,0.14567,-3.31615,1.31086,-1.46623,1.15341,-2.03104,-1.16519,0
2.39359,0.31564,0.82226,2.63866,-2.14431,-1.88955,-0.53087,4.81848,-3.09763,1.75395,-1.18244,3.0305,0.8193,1
1.45301,0.57545,3.09059,0.42795,1.31465,0.81392,-1.62101,4.1007,-0.64189,-0.16312,-1.35521,3.54444,-0.72743,1
1.53328,-0.52262,1.58839,1.22116,0.16846,2.1548,-1.82252,3.34063,0.43091,-0.68041,-1.81705,1.21991,1.54324,1
-0.25749,-0.22997,3.21417,-0.73953,2.39244,1.75843,-2.91138,1.97728,0.2187,-1.40406,-1.57668,0.58765,0.53557,1
0.53616,-0.64751,-0.67082,1.62761,-2.45858,-1.31986,-0.60746,0.97151,-2.29925,0.79483,-0.4092,-0.97417,-0.84303,1
-0.1311,1.86465,-3.08814,3.72344,-3.41359,-1.3024,0.60398,-2.76833,-0.83276,-0.81538,1.4969,-2.1641,0.33664,1
-2.20658,1.14002,0.4452,1.63957,2.1152,-0.89785,-3.51832,-0.46827,0.42904,-1.85512,-1.91544,-3.28244,-1.08324,0
-3.54369,-0.36981,-1.50047,-4.09742,2.08083,3.08746,1.41782,-8.54984,4.08104,-2.85473,2.99136,-4.60877,0.94259,0
1.63393,0.32976,1.133,2.29257,-1.49564,2.47825,-1.64697,1.75674,-0.27423,-1.55226,-0.46995,0.91626,-1.97343,1
-0.78036,0.66663,-4.14675,2.5492,-6.66782,1.59712,1.44458,-8.22563,-1.22139,-2.70305,4.72467,-5.18336,0.29442,1
-1.34444,2.57715,-2.1578,3.27648,0.9747,-3.15689,-0.77035,-0.42765,0.75036,-0.26006,-1.18009,-1.85605,-0.93017,0
-1.75953,2.69938,-0.03408,-0.06468,3.58428,-3.05312,0.19269,-0.45193,1.08864,0.2195,-0.35034,0.78593,0.94163,0
-1.4771,0.13649,-1.80524,0.66573,-0.49463,2.27368,-0.55287,-4.31878,2.2271,-2.57726,0.85047,-4.11286,1.10218,0
-0.91843,-1.01966,2.38791,-2.00498,0.5056,3.23147,-1.94509,-1.93626,-0.03653,-2.33867,0.75785,-1.33831,2.24039,1
-1.87918,1.29412,-1.40822,-1.06075,0.98007,-1.97669,1.55438,-3.49537,0.52007,0.11315,1.60748,-1.06723,-0.03466,0
-0.45047,-0.1339,0.67839,-1.64706,2.58991,2.5172,0.01212,-0.70588,3.08524,-1.22003,-0.26355,0.14031,-1.0473,0
0.89839,0.14871,-3.14759,3.94802,-2.2048,-0.8062,-0.05264,1.0577,0.64938,0.3751,-1.47326,-1.96691,1.24646,0
1.41695,-2.06716,-2.18943,2.37637,-4.25379,4.68564,-0.60076,-1.51527,1.32441,-2.06242,0.13863,-3.56239,0.99494,1
0.24371,0.26004,-1.65044,3.03214,-3.31503,-1.96228,-0.66389,-0.07098,-2.53874,0.34432,0.00022,-1.87496,-0.86796,1
0.85682,-2.84494,0.71484,0.11118,-1.14739,3.96668,-2.18793,1.16356,0.73609,-1.29828,-1.57657,-2.19867,0.8242,1
1.00093,1.87651,2.65639,2.40219,2.26887,-0.0022,-2.83674,4.73559,0.1035,-0.78792,-2.58881,2.81224,-0.3278,1
-1.47033,2.72132,1.08698,-0.23582,4.04793,-0.43692,-0.63366,-0.66396,2.21272,-1.37209,-0.24853,1.06397,-1.12859,0
-3.34785,3.67268,-1.42616,3.12232,1.98431,-3.574,-2.4184,-2.9063,0.3105,-1.92939,-0.62094,-3.83208,-1.54682,0
1.25855,0.52401,-0.39427,2.2919,-3.95721,3.51112,-0.30169,-2.30418,-0.48166,-2.60604,2.1688,-0.6685,0.00724,1
2.66369,-7.16749,-0.70996,1.01959,-5.7606,7.06755,-2.96507,2.15907,-0.10005,-1.06239,-2.61624,-5.4718,0.12971,0
0.62664,-2.11935,0.26844,1.07782,-3.96327,4.97976,-2.219,-2.13582,-0.65007,-2.97779,0.82997,-3.51059,-0.31914,1
-0.84427,-3.76769,-4.27649,0.02705,-5.43105,7.68327,0.20726,-8.60748,3.22444,-4.26343,2.66307,-8.97737,-0.39483,1
2.99884,3.82275,-1.37217,3.50745,-3.52957,1.54013,3.36989,-1.08427,0.39602,-1.10233,3.63526,4.83038,-0.4965,1
-1.88383,2.56314,-1.64832,0.72071,1.64495,-1.3597,0.66202,-3.2684,1.85527,-1.09304,0.92732,-1.30877,0.71726,0
-1.25479,0.52544,-1.95816,1.19008,-0.76725,1.29452,-0.35006,-3.72943,1.62025,-2.05765,0.79599,-3.55391,1.14477,0
2.55762,0.20778,-1.90465,3.16657,-3.67874,4.43006,0.95086,-0.65766,1.99418,-1.94189,1.04787,0.14084,0.62726,1
1.91054,0.763,0.3784,2.68333,-2.26923,0.37327,-0.52617,2.17737,-1.46642,-0.17643,-0.09391,1.77846,-0.79342,1
1.7828,-1.67284,2.291,-0.72945,-0.66315,1.83666,-0.85053,3.17401,-1.19433,0.41609,-0.77626,2.11832,0.77909,1
1.03644,-0.8509,-1.00269,-0.41855,-0.78693,5.08258,1.27043,-2.07312,3.57044,-1.93677,1.10741,-0.44637,-0.65438,0
-0.49743,0.95699,-3.2362,2.47287,-3.74743,-0.51562,1.01359,-4.16903,-0.70839,-0.95937,2.18591,-3.05717,0.44135,1
-3.61987,-0.12957,0.14971,-3.54224,4.18717,-0.7473,-0.39809,-3.76569,2.04593,-0.7433,0.08889,-3.0654,-0.68279,0
1.25104,1.03033,0.53358,1.18331,-1.79565,1.75182,0.27448,-0.41358,-0.4753,-1.19725,1.49496,1.62635,0.56854,1
0.12821,-1.83224,-1.21132,-2.16745,1.71392,-0.17872,1.89857,1.02679,2.26519,1.98831,-1.15913,0.14719,1.80857,0
2.65156,2.58214,0.45542,4.1236,-1.51512,0.18942,-0.19292,3.37163,-0.57232,-0.39925,-0.28019,3.88684,0.03056,1
-1.16283,1.94049,-2.74909,2.32771,-0.69958,-1.7743,0.53338,-2.72162,0.65866,-0.62478,0.683,-2.26408,2.19185,0
0.47533,-1.04146,3.30203,0.78,1.65227,4.97526,-4.671,2.56265,1.61429,-3.21173,-2.69409,-0.89178,-0.946,0
-0.8495,1.38499,0.20537,1.12166,2.13567,-0.96497,-1.33983,0.73385,1.01116,-0.58769,-1.38432,-0.36203,-0.6672,0
1.6909,-3.89296,-2.19202,3.03099,-4.19524,1.54154,-2.02033,2.81013,-0.7419,0.59739,-3.01669,-4.25258,0.1162,0
-1.83047,-1.42263,-1.38118,0.24934,-0.04096,-0.54198,-1.70921,-1.55066,0.19247,-0.43473,-1.28853,-4.84701,0.94614,0
-2.06832,0.50859,0.25428,-2.65314,2.65787,1.50723,0.46775,-3.92285,2.53211,-1.67305,1.35244,-1.25613,0.2987,0
1.85657,-1.34336,0.66095,1.45208,-1.00753,3.42649,-1.50625,2.57181,1.01998,-1.0092,-1.59647,0.1149,0.64923,1
1.17722,0.42755,0.18916,2.90803,-3.44977,3.52321,-1.65854,-1.15238,-0.58562,-2.88851,1.03642,-1.09099,-0.35228,1
2.37798,3.74901,-1.09782,5.25283,-4.33273,2.98705,0.66488,-1.86099,0.1882,-3.21632,2.94809,1.99577,0.38204,1
-0.37965,1.25924,-3.25401,3.755,-5.36398,0.62334,0.13219,-5.24255,-1.31296,-2.31704,2.82883,-4.06953,-0.41514,1
-2.59995,-2.47265,-3.75928,-3.7299,0.81191,-2.76969,3.11528,-4.03782,1.31616,2.57722,0.58664,-4.20736,0.82146,0
0.64146,-0.8034,2.5874,-0.19178,0.572,1.75023,-2.2634,2.3823,-0.63814,-0.77945,-1.24891,0.81652,-0.49961,1
-1.64472,3.18267,-0.73161,0.61662,2.78431,-2.93195,0.63597,-1.30514,1.18185,-0.09296,0.27787,0.59502,1.47989,0
1.5347,-0.41713,0.92206,-0.06722,-4.01102,10.06855,-0.03798,-5.77989,2.36558,-5.89532,4.3994,-0.88937,-0.63029,1
1.39601,-1.06487,0.83687,1.27765,-0.08406,3.039,-1.79418,2.58807,1.3331,-1.07271,-1.92227,-0.01811,-0.44141,1
-2.59687,-0.87879,-3.16938,-0.52168,0.13166,-2.51645,0.4814,-3.44122,0.55808,0.69697,-0.17332,-5.05392,-1.86671,0
0.52138,-0.6311,1.99766,-0.59579,-0.95455,2.3263,-1.17279,-0.09874,-1.08998,-1.27434,0.7234,0.46482,-1.39974,1
0.99807,-0.8285,3.61109,-0.37893,0.63228,1.21206,-2.59869,3.66553,-1.74363,-0.29672,-1.46092,1.97028,-0.10252,1
0.15973,0.30719,-3.29946,0.28923,-4.67979,0.69447,3.48733,-5.74206,-0.61032,-0.46123,4.38044,-1.47874,0.48414,1
-1.06779,-2.76775,-0.15282,0.29627,-3.39748,4.36643,-3.09084,-3.93331,-0.70165,-3.32217,0.60832,-6.3579,0.58993,1
-0.609,1.10914,0.8297,-1.42713,2.21116,0.17305,0.66711,-0.8205,1.26042,-0.39542,0.66548,1.43216,-0.52035,0
-2.40027,1.80513,0.94361,-0.44819,3.44791,1.06441,-1.86523,-2.66743,2.3993,-2.78151,-0.07681,-1.78869,0.18066,0
-0.57053,-1.89871,0.3343,2.00743,-1.69638,3.95215,-4.39854,-0.90379,0.32495,-3.31593,-1.62211,-5.3712,-0.57507,0
1.52295,2.81976,-1.39809,4.41125,-3.67719,1.93816,0.35895,-1.8984,0.02427,-2.50746,2.19867,0.5858,1.74041,1
2.84143,3.35643,-0.39047,4.78826,-4.13387,3.09383,0.64767,-0.72005,-0.12697,-2.77028,2.65481,2.96906,0.89081,1
-0.07739,-1.99355,0.82942,-0.78609,-0.08795,5.40521,-1.90204,-1.48167,2.30881,-2.85813,-0.34156,-2.66281,0.84712,0
-0.70315,-0.55954,0.49714,-1.65594,0.62712,2.94194,-0.13324,-2.56894,1.68745,-1.80074,1.014,-1.17287,-0.29266,1
-0.39246,-2.00512,0.0866,1.08492,-0.96996,3.3246,-3.17629,-0.46162,0.8169,-2.29397,-1.58517,-4.2774,0.67994,0
-0.28342,-1.76713,-1.36197,3.6469,-2.1296,-0.34651,-3.79385,1.7142,-1.13936,-0.53679,-3.23678,-5.18613,1.95772,0
1.06019,2.93409,-0.40664,4.29861,-0.65274,-3.44313,-0.61635,3.18591,-1.71538,0.81273,-1.10353,2.22288,1.05867,0
-0.43879,1.28067,-1.99596,5.02715,-1.49015,-4.96397,-2.29567,2.46292,-2.58198,1.13787,-2.63269,-2.49128,0.7784,1
1.53802,-0.91419,0.6791,1.24071,-0.322,2.4739,-1.29386,2.65795,0.9689,-0.63151,-1.65023,0.46687,1.63824,1
0.13159,-1.26591,2.75879,-1.38022,1.11837,1.29295,-2.0101,1.98251,-0.79769,-0.34255,-1.12524,0.59913,-1.71979,1
1.6025,-0.4648,0.21856,1.93183,-0.80268,2.38881,-1.15966,2.26987,0.98145,-0.84893,-1.38749,0.32314,0.51462,1
-2.00962,-2.03635,4.91144,-2.36553,4.13514,0.99236,-5.76065,2.69853,-0.95217,-1.3575,-3.49817,-2.01659,-1.21143,1
0.69066,2.93269,-2.86393,5.30412,-2.49508,-5.24262,0.54921,1.61794,-2.35216,1.64743,-0.47316,0.44284,0.97797,1
0.49202,-0.39589,-1.13426,1.43895,-2.32747,-1.99709,0.17466,0.76429,-2.1783,1.29228,-0.13931,-0.60553,1.98941,1
-0.28065,-0.31124,-3.40919,1.67745,-4.31183,0.72833,1.24434,-4.53507,-0.36242,-0.97675,2.28485,-3.73069,0.10366,0
2.96045,-0.133,1.24333,1.85501,0.47067,1.19388,-0.53013,6.03332,0.82958,0.88949,-2.56791,3.86625,1.43069,1
-1.99366,-1.75132,-2.59875,0.17057,-0.05086,-2.94813,-0.72311,-0.87835,-0.32346,1.38563,-1.80395,-5.00631,-0.77666,0
0.2371,0.8407,-1.34005,3.18125,-3.86174,2.87546,-1.07736,-3.43869,-0.18779,-3.16783,1.78041,-2.84511,-0.77771,1
-0.61621,-2.11272,-1.28564,1.40384,-1.69911,1.55756,-2.33242,-0.78645,0.2258,-1.19793,-1.50603,-4.96417,-0.04901,0
-0.01403,-2.45503,0.9183,0.29232,-2.17233,3.23162,-2.8715,-0.56811,-0.98274,-1.90034,-0.57086,-3.42994,0.24007,1
2.11968,0.6205,1.781,0.63373,2.30147,0.77341,-0.1813,5.23593,1.54246,0.75411,-2.18803,4.46254,-0.00893,1
-2.74415,1.60168,-1.042,-1.01901,3.44112,-2.26361,0.30593,-2.63747,1.95869,-0.23418,-0.05813,-1.75159,0.61398,0
3.56253,2.26127,1.50578,3.23229,-2.46796,3.77123,0.21879,2.1015,0.11268,-1.97443,1.35388,4.92356,-0.45105,1
-0.79707,-2.01527,-0.85898,2.26185,-2.03463,1.73969,-3.66128,-0.61836,-0.36717,-1.89472,-1.91675,-5.78956,1.31842,0
1.71547,0.02751,-0.28579,1.42111,0.50188,2.64676,0.058,2.21301,2.81619,-0.6311,-1.35005,1.3316,1.55423,1
0.71321,-1.01406,0.01957,0.75834,-2.8508,2.36007,-0.70464,-1.06867,-0.94668,-1.26542,0.88993,-1.30541,-1.6002,1
0.2906,-1.79906,1.26258,-2.41069,3.71015,1.50409,-0.24998,3.04487,2.89741,0.84034,-2.56298,1.12751,0.09578,1
-2.21495,1.88476,1.36614,-2.28893,5.38613,-0.91395,-0.16568,-0.99934,2.52311,-0.63652,-0.34409,0.87058,0.78157,0
-2.16411,3.6372,-0.38838,1.27369,3.52335,-3.72482,-0.52354,-0.73892,0.93836,-0.31437,-0.56586,0.06299,1.13467,0
0.11155,-1.12082,-0.39404,1.23896,-3.93214,4.02762,-1.4933,-3.45579,-0.64562,-3.00264,1.67488,-3.54469,0.16792,1
0.36604,2.81299,-0.08473,2.59921,1.85473,0.98793,-0.63295,0.77137,2.75233,-1.76121,-0.78533,1.34332,-1.26313,0
1.07004,-0.78269,0.15426,0.83852,-3.06266,2.70216,-0.41426,-1.00648,-0.91246,-1.35953,1.21801,-0.62774,0.23237,1
0.63435,1.86392,-2.42657,3.93241,-3.20455,-2.74385,0.63516,-0.21991,-1.93938,0.55334,0.65563,-0.35784,2.44946,1
-2.78118,-2.17204,-0.6798,-3.93533,2.48423,-0.23431,0.23595,-3.11341,1.60214,0.32291,-0.19639,-3.76215,-0.84129,0
-1.14316,0.14351,-0.4961,-0.89953,0.44611,-0.88718,0.43016,-1.82575,-0.01664,0.05159,0.67271,-1.0627,-1.92266,0
0.04328,1.19517,-2.16298,4.42573,-3.50689,-2.32401,-1.12563,-0.39111,-2.4129,-0.22543,-0.10994,-2.42866,0.34196,1
-2.74039,-1.57322,-1.44082,-0.50216,0.78901,-1.90664,-1.80824,-1.86436,-0.1521,0.12415,-1.54724,-5.55135,-1.03712,0
0.7382,1.1928,-1.40856,3.48975,-3.13212,-0.63364,-0.38172,-0.34797,-1.51531,-0.58593,0.54716,-0.77968,0.75138,1
-1.61321,3.37867,-1.23291,1.01585,1.92875,-3.23937,0.96999,-1.92383,0.72525,-0.06772,0.81048,0.35962,0.51274,0
1.72222,-4.01851,1.27872,-1.2197,-1.81157,3.81763,-1.22329,2.30605,-0.35068,0.05996,-1.288,-0.72024,0.01322,1
0.30534,0.85569,0.19224,0.40248,-0.69627,-2.6106,0.65423,0.94055,-2.22696,1.38652,0.49517,1.67054,-0.03551,0
-2.55486,-1.74659,-1.11279,-4.32747,0.70376,3.93522,1.36417,-7.43686,3.16692,-2.37156,2.84414,-4.29809,0.01369,0
-1.77157,-0.159,-4.01231,2.54729,-3.49163,-3.98058,-0.06137,-3.17395,-2.4442,0.80357,0.40262,-5.51501,-0.80074,1
4.06646,2.22281,2.23639,1.86456,-0.57003,3.72425,1.19075,3.74497,1.20973,-0.99811,0.84935,7.24348,0.96143,1
-1.94646,1.04535,1.12744,-1.87599,3.83355,-1.19608,-0.49601,-0.75557,1.17979,-0.26112,-0.40078,0.07092,0.4142,0
-0.08538,1.95499,4.27119,0.06521,2.50268,-1.09235,-2.68879,3.06406,-2.10187,-0.59944,-0.87773,3.34006,0.68964,1
-2.39893,-1.52311,-1.82928,-0.91008,0.61339,-1.3274,-0.73017,-2.41181,0.5017,0.19166,-0.86741,-4.91538,1.20083,0
0.43033,-0.93936,2.94929,2.04485,0.28319,5.89096,-5.54922,1.56959,1.31539,-4.37586,-2.40751,-2.33452,1.93835,0
-1.17799,-1.62778,-3.26865,2.60262,-2.57647,-1.41126,-1.62768,-1.25018,-0.72022,0.05535,-1.58639,-6.17572,-1.35891,0
-1.26822,-0.84926,-0.41748,-1.64513,0.04105,2.74907,0.01627,-3.94156,1.68574,-1.92319,1.35364,-2.70644,0.15786,0
0.45563,0.33548,3.17569,-0.62209,3.337,0.35661,-1.92995,4.04735,0.45518,0.00013,-2.21954,2.80125,-0.23637,1
-2.04351,-2.02802,-2.04917,2.05988,-2.3341,-3.24013,-3.06112,-0.62996,-3.02512,0.60161,-2.1089,-6.81326,0.55577,1
-1.65839,-1.64592,1.20011,-1.71377,1.32585,3.9517,-2.52949,-2.57104,1.91296,-2.90172,-0.37903,-3.75276,-0.30545,1
-0.382,-1.13937,2.85118,-1.18234,1.45343,1.69159,-2.76511,1.3955,-0.46072,-1.08615,-1.30414,-0.3596,0.44151,1
3.10724,0.20599,0.08102,3.27816,-4.62115,2.49033,-0.05914,1.60024,-1.66433,-0.85388,0.9473,1.91124,1.42785,1
-1.76985,1.85592,-0.02352,-0.77993,2.96485,-3.29456,0.42423,-0.58514,0.28269,0.76695,-0.12395,0.48372,0.43526,0
-1.6912,0.76757,-2.6248,0.45091,-0.3549,0.69177,0.76295,-4.81662,2.10633,-1.66907,1.43058,-3.52678,-0.98635,0
-1.80864,1.42673,-1.17827,-0.5893,1.43775,-0.87988,0.85775,-3.28171,1.43655,-0.70829,1.11983,-1.32219,-1.15097,0
0.86496,-2.39868,0.40364,-0.46224,0.82099,3.96884,-1.26721,1.72971,2.78146,-0.91175,-2.12084,-1.13771,0.46646,0
2.40636,-1.82483,0.53802,1.1904,-0.1477,3.08197,-1.04394,4.38863,1.74919,0.04424,-2.66532,1.05062,-0.90091,1
0.81192,-3.04943,3.02683,-0.86994,-1.64901,2.99146,-3.19588,1.9526,-2.41117,-0.923,-1.02709,-1.00797,1.5217,1
